Player,Team,G,GS,Min,Poss,%Tm,PTS,FGM,FGA,FGPct,3PM,3PA,P3Pct,FTM,FTA,FTPct,Tot,Def,Off,AST,PF,TO,BLK,STL,Elig,Position,Jersey,ESPN_ID
Malik Sheppard,SACR,3,0,1.7,0.8,1.10%,0.7,0.3,0.7,50.00%,0.0,0.3,0.00%,0.0,0.0,0.00%,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,UNK,,,
Melvin Weaver III,SFU,6,0,3.3,1.3,1.70%,0.7,0.3,0.8,40.00%,0.0,0.2,0.00%,0.0,0.8,0.00%,1.0,0.5,0.5,0.0,0.0,0.2,0.2,0.0,UNK,,,
Eino Montin,STON,3,0,3.0,0.8,1.20%,0.7,0.3,0.3,100.00%,0.0,0.0,0.00%,0.0,0.7,0.00%,0.3,0.3,0.0,0.0,0.0,0.3,0.0,0.0,UNK,,,
Jake Harbatkin,STB,3,0,4.0,1.0,1.40%,0.7,0.3,1.0,33.30%,0.0,0.3,0.00%,0.0,0.0,0.00%,0.7,0.3,0.3,0.7,0.0,0.0,0.0,0.0,UNK,,,
Chris McDermott,TXAM,15,1,2.5,0.6,0.80%,0.7,0.3,0.5,71.40%,0.0,0.1,0.00%,0.0,0.3,0.00%,0.7,0.4,0.3,0.2,0.4,0.1,0.1,0.0,UNK,,,
Corey Jones,UNCA,18,1,8.8,1.0,1.50%,0.7,0.3,1.0,27.80%,0.1,0.8,14.30%,0.0,0.1,0.00%,0.5,0.4,0.1,0.5,1.3,0.2,0.1,0.1,JR,G,24,5176357
Dio Blakely,WSU,6,0,0.8,0.7,1.00%,0.7,0.0,0.3,0.00%,0.0,0.3,0.00%,0.7,0.7,100.00%,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.2,FR,G,7,5313052
Kaelin Thomas,LEMO,3,0,3.3,1.4,1.90%,0.7,0.3,1.3,25.00%,0.0,0.0,0.00%,0.0,0.0,0.00%,0.3,0.0,0.3,0.0,0.3,0.3,0.0,0.0,UNK,,,
Emmanuel Callas,USD,20,4,7.3,1.0,1.40%,0.6,0.3,0.6,41.70%,0.0,0.0,0.00%,0.2,0.3,60.00%,1.2,0.9,0.3,0.3,1.1,0.3,0.2,0.4,JR,G,22,5105416
Nevin Ibroci,BING,14,0,2.3,0.6,0.90%,0.6,0.2,0.7,30.00%,0.2,0.7,30.00%,0.0,0.1,0.00%,0.2,0.2,0.0,0.0,0.9,0.0,0.0,0.0,FR,G,12,5241626
O'Marion Harvey,MON,14,0,3.8,0.8,1.10%,0.6,0.3,0.4,80.00%,0.0,0.1,0.00%,0.1,0.2,33.30%,0.7,0.5,0.2,0.1,0.6,0.4,0.0,0.3,UNK,,,
Kevin Kearney,STJO,14,0,4.1,1.5,2.10%,0.6,0.2,1.1,18.80%,0.0,0.6,0.00%,0.2,0.4,50.00%,1.0,0.3,0.7,0.1,0.4,0.3,0.2,0.1,UNK,,,
Evan Nelson,ARI,22,0,3.5,0.7,1.00%,0.6,0.2,0.5,41.70%,0.2,0.4,44.40%,0.0,0.0,0.00%,0.5,0.5,0.0,0.3,0.1,0.3,0.0,0.1,UNK,,,
Sincere Jones,VT,11,0,6.5,1.1,1.50%,0.6,0.3,1.1,25.00%,0.0,0.6,0.00%,0.1,0.3,33.30%,1.4,0.9,0.5,0.0,1.1,0.1,0.2,0.1,FR,F,5,5311826
Taylor Thompson,UNF,19,0,3.9,1.2,1.60%,0.6,0.2,0.7,30.80%,0.1,0.3,33.30%,0.1,0.2,66.70%,0.2,0.2,0.0,0.7,0.6,0.4,0.0,0.1,FR,G,3,5239994
Sammie Yeanay,CAL,8,0,4.0,1.2,1.60%,0.6,0.3,1.0,25.00%,0.0,0.4,0.00%,0.1,0.3,50.00%,0.8,0.5,0.3,0.3,0.9,0.1,0.3,0.0,SO,F,23,5061606
Tim Finau,HCU,8,0,2.3,0.9,1.40%,0.6,0.3,0.8,33.30%,0.0,0.1,0.00%,0.1,0.4,33.30%,0.8,0.5,0.3,0.0,0.4,0.1,0.0,0.0,UNK,,,
Zachary Royster,LCU,8,0,2.5,0.6,0.80%,0.6,0.3,0.6,40.00%,0.1,0.5,25.00%,0.0,0.0,0.00%,0.3,0.3,0.0,0.0,0.0,0.1,0.0,0.0,UNK,,,
William Patterson,UNO,8,0,6.3,1.2,1.60%,0.6,0.3,0.8,33.30%,0.0,0.0,0.00%,0.1,0.3,50.00%,0.8,0.5,0.3,0.0,1.1,0.5,0.5,0.1,SO,C,20,5174289
Henry Harrison,WIN,8,0,2.0,0.8,1.00%,0.6,0.3,0.6,40.00%,0.1,0.4,33.30%,0.0,0.0,0.00%,0.0,0.0,0.0,0.1,0.3,0.4,0.0,0.0,JR,G,22,5177682
Dakari Thomas,CHST,21,0,4.5,0.6,0.80%,0.6,0.1,0.3,42.90%,0.0,0.0,0.00%,0.3,0.5,63.60%,0.5,0.4,0.1,0.0,0.5,0.0,0.0,0.3,SO,G,25,5243191
Ben Menker,LUM,13,0,1.5,0.6,0.80%,0.6,0.2,0.6,37.50%,0.2,0.5,33.30%,0.0,0.0,0.00%,0.2,0.2,0.0,0.1,0.0,0.2,0.0,0.0,UNK,,,
Jaden Schertz,SLU,13,1,2.9,0.7,1.00%,0.6,0.2,0.5,42.90%,0.0,0.1,0.00%,0.2,0.3,50.00%,0.5,0.4,0.1,0.1,0.2,0.2,0.0,0.1,JR,G,5,5107905
Maddox Monson,EWU,18,0,2.4,0.7,1.00%,0.6,0.2,0.7,30.80%,0.2,0.6,30.00%,0.0,0.0,0.00%,0.3,0.1,0.2,0.1,0.3,0.1,0.0,0.1,SR,G,10,5107191
Xavier Nesbitt,HARV,28,0,5.0,1.2,1.80%,0.6,0.2,1.0,20.70%,0.1,0.6,11.10%,0.1,0.1,75.00%,0.6,0.5,0.1,0.3,0.5,0.3,0.0,0.0,JR,G,3,5175953
Jake Dykstra,BELM,15,0,2.9,0.7,1.00%,0.6,0.2,0.9,23.10%,0.2,0.8,25.00%,0.0,0.0,0.00%,0.4,0.3,0.1,0.1,0.2,0.1,0.0,0.1,UNK,,,
Eric Brown,POLY,5,0,3.4,1.2,1.60%,0.6,0.2,0.8,25.00%,0.0,0.0,0.00%,0.2,0.4,50.00%,0.6,0.4,0.2,0.0,0.2,0.4,0.0,0.0,UNK,,,
Chris Cox,UCSD,5,0,1.4,0.6,0.80%,0.6,0.2,0.6,33.30%,0.2,0.4,50.00%,0.0,0.4,0.00%,0.4,0.2,0.2,0.0,0.0,0.0,0.0,0.0,UNK,,,
John Nowland,DAV,5,0,2.2,0.8,1.20%,0.6,0.0,0.0,0.00%,0.0,0.0,0.00%,0.6,1.2,50.00%,0.2,0.0,0.2,0.0,0.6,0.2,0.0,0.2,JR,F,50,5311852
Makai Grant,DAY,5,0,1.2,0.6,0.80%,0.6,0.2,0.8,25.00%,0.2,0.6,33.30%,0.0,0.0,0.00%,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.2,JR,G,33,5174578
Devin Carney,DEN,5,0,1.2,0.8,1.10%,0.6,0.2,0.8,25.00%,0.2,0.6,33.30%,0.0,0.0,0.00%,0.2,0.2,0.0,0.2,0.0,0.2,0.0,0.0,JR,G,2,5105884
Leo Amari IV,EVAN,5,0,1.8,0.7,1.00%,0.6,0.2,0.4,50.00%,0.2,0.4,50.00%,0.0,0.0,0.00%,0.0,0.0,0.0,0.2,0.0,0.4,0.0,0.0,JR,G,13,5176225
Greg Cooper,HARV,5,1,2.0,0.3,0.40%,0.6,0.2,0.4,50.00%,0.2,0.4,50.00%,0.0,0.0,0.00%,0.2,0.2,0.0,0.0,0.2,0.0,0.0,0.0,SR,G,14,5106251
Jackson Delaney,MANH,20,0,4.5,0.8,1.20%,0.6,0.2,0.7,28.60%,0.2,0.6,36.40%,0.0,0.2,0.00%,0.6,0.3,0.3,0.2,0.5,0.2,0.2,0.2,UNK,,,
J.T. Amundsen,NAU,5,0,1.4,0.5,0.70%,0.6,0.2,0.6,33.30%,0.2,0.6,33.30%,0.0,0.0,0.00%,0.4,0.2,0.2,0.2,0.2,0.0,0.0,0.0,FR,G,0,5313238
Brady Stevens,ND,5,0,2.4,0.9,1.20%,0.6,0.2,0.6,33.30%,0.0,0.2,0.00%,0.2,0.4,50.00%,0.4,0.4,0.0,0.2,0.2,0.2,0.0,0.0,FR,G,0,5238175
Rece D'Alessandro,RIDER,5,0,1.8,0.8,1.20%,0.6,0.2,1.2,16.70%,0.2,0.8,25.00%,0.0,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNK,,,
Parker Whisenhunt,ETAMU,5,0,3.0,1.1,1.50%,0.6,0.2,0.6,33.30%,0.0,0.0,0.00%,0.2,0.4,50.00%,0.4,0.2,0.2,0.0,0.8,0.4,0.2,0.2,UNK,,,
Henry Thole,XAV,5,0,1.2,0.3,0.40%,0.6,0.2,0.2,100.00%,0.0,0.0,0.00%,0.2,0.4,50.00%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SO,F,20,5240541
Sam Donnelly,LEMO,5,0,2.4,0.8,1.20%,0.6,0.2,0.6,33.30%,0.0,0.2,0.00%,0.2,0.4,50.00%,0.2,0.2,0.0,0.0,0.2,0.2,0.0,0.0,UNK,,,
Sven Djopmo,ARI,17,0,1.9,0.5,0.70%,0.6,0.2,0.4,66.70%,0.0,0.1,0.00%,0.1,0.3,40.00%,0.2,0.1,0.1,0.2,0.2,0.1,0.0,0.1,UNK,,,
Blake Muschalek,AUB,24,0,5.2,1.0,1.40%,0.6,0.1,0.8,16.70%,0.1,0.5,16.70%,0.3,0.4,60.00%,0.6,0.3,0.3,0.1,1.0,0.2,0.0,0.4,JR,G,21,5174652
Seal Diouf,GTWN,12,0,3.0,1.1,1.60%,0.6,0.2,0.8,22.20%,0.0,0.0,0.00%,0.3,0.8,33.30%,0.8,0.6,0.3,0.0,0.9,0.2,0.0,0.0,SO,C,14,5240526
Joshua Wyche,LAF,12,0,6.3,0.9,1.30%,0.6,0.3,0.6,42.90%,0.0,0.2,0.00%,0.1,0.3,25.00%,1.5,1.2,0.3,0.3,1.2,0.2,0.0,0.3,SO,G,23,5176068
Cory Lovell,STON,12,0,5.4,0.8,1.10%,0.6,0.3,0.7,37.50%,0.0,0.2,0.00%,0.1,0.3,33.30%,0.9,0.7,0.3,0.1,0.7,0.1,0.0,0.2,UNK,,,
Matthew Casey,AMER,7,0,3.1,1.5,2.10%,0.6,0.1,1.4,10.00%,0.1,1.1,12.50%,0.1,0.3,50.00%,0.6,0.3,0.3,0.1,0.4,0.3,0.0,0.4,FR,G,9,5314448
Ayden Kelley,ARK,7,0,1.6,0.3,0.40%,0.6,0.1,0.3,50.00%,0.1,0.1,100.00%,0.1,0.3,50.00%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SO,G,14,5238196
Alex McFadden,DEL,7,0,1.3,0.6,0.90%,0.6,0.1,0.3,50.00%,0.0,0.0,0.00%,0.3,0.6,50.00%,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.1,SO,G,12,5239620
Cameron Sheffield,DUKE,14,0,3.0,0.6,0.80%,0.6,0.2,0.9,25.00%,0.1,0.5,28.60%,0.0,0.0,0.00%,0.5,0.4,0.1,0.1,0.1,0.0,0.0,0.0,SR,G,13,4432321
Jack Scott,DUKE,14,0,2.7,0.5,0.70%,0.6,0.2,0.4,50.00%,0.1,0.1,100.00%,0.0,0.0,0.00%,0.9,0.4,0.4,0.2,0.4,0.1,0.0,0.1,SR,G,20,4888720
Shaumba Ngoyi,EWU,21,0,4.1,0.9,1.30%,0.6,0.3,0.6,50.00%,0.0,0.0,0.00%,0.0,0.3,0.00%,0.9,0.5,0.3,0.1,0.8,0.2,0.0,0.0,SO,F,35,5107196
Matteo Porto,FRES,14,0,3.4,1.2,1.70%,0.6,0.1,1.1,13.30%,0.0,0.8,0.00%,0.3,0.5,57.10%,0.2,0.2,0.0,0.0,0.2,0.2,0.1,0.0,FR,G,17,5315577
Zach Tow,UK,7,0,1.0,0.2,0.20%,0.6,0.1,0.1,100.00%,0.1,0.1,100.00%,0.1,0.3,50.00%,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,SR,F,20,5252266
Luke Azzinaro,LAF,7,0,2.4,0.8,1.20%,0.6,0.3,0.9,33.30%,0.0,0.4,0.00%,0.0,0.0,0.00%,0.6,0.4,0.1,0.0,0.0,0.1,0.0,0.1,FR,F,11,5323976
Logan Menefee,CIT,7,0,3.1,1.3,1.80%,0.6,0.3,1.3,22.20%,0.0,0.0,0.00%,0.0,0.0,0.00%,1.0,0.6,0.4,0.0,0.9,0.3,0.1,0.0,FR,F,30,5314557
Sebastian Haubro,FDU,23,0,3.7,0.7,1.00%,0.6,0.1,0.2,40.00%,0.0,0.0,0.00%,0.4,0.4,90.00%,0.9,0.6,0.3,0.2,0.4,0.2,0.1,0.0,FR,F,9,5313934
Alec Millender,UCONN,16,0,3.3,0.8,1.20%,0.6,0.2,0.6,30.00%,0.1,0.4,14.30%,0.1,0.1,100.00%,0.3,0.1,0.2,0.4,0.3,0.2,0.0,0.2,UNK,,,
Peter Oduro,HAMP,25,2,6.1,0.9,1.30%,0.6,0.2,0.8,28.60%,0.0,0.1,0.00%,0.1,0.2,50.00%,1.0,0.6,0.4,0.1,0.6,0.1,0.0,0.0,SR,F,12,5105896
Anthony Martinez,MON,25,5,6.9,1.2,1.70%,0.6,0.2,0.8,25.00%,0.0,0.0,100.00%,0.1,0.3,42.90%,0.3,0.3,0.0,0.6,0.8,0.4,0.0,0.2,UNK,,,
Jaden Karuletwa,ARK,9,0,2.6,0.6,0.80%,0.6,0.1,0.6,20.00%,0.1,0.6,20.00%,0.2,0.2,100.00%,0.3,0.3,0.0,0.1,0.4,0.1,0.0,0.1,SO,G,0,5238194
Xavion Staton,BYU,9,0,5.3,0.7,0.90%,0.6,0.2,0.4,50.00%,0.0,0.0,0.00%,0.1,0.2,50.00%,0.6,0.3,0.2,0.3,0.9,0.1,0.6,0.0,FR,C,33,5143304
Paul Lindberg,GWEB,9,1,1.7,0.7,0.90%,0.6,0.2,0.8,28.60%,0.1,0.2,50.00%,0.0,0.0,0.00%,0.4,0.3,0.1,0.1,0.2,0.0,0.2,0.0,JR,G,9,5175658
Baye Fall,RUTG,9,0,5.1,0.9,1.30%,0.6,0.2,0.7,33.30%,0.0,0.0,0.00%,0.1,0.2,50.00%,1.7,1.2,0.4,0.1,1.2,0.2,0.3,0.1,JR,C,32,4683770
Kameryn Mitchell,TROY,9,1,3.1,0.7,1.00%,0.6,0.2,0.9,25.00%,0.1,0.6,20.00%,0.0,0.0,0.00%,0.6,0.4,0.1,0.1,0.1,0.1,0.0,0.0,SR,G,14,5176738
Niko Bundalo,MISS,11,0,3.1,0.8,1.10%,0.5,0.2,0.3,66.70%,0.0,0.0,0.00%,0.2,0.3,66.70%,0.5,0.4,0.1,0.0,0.2,0.5,0.1,0.1,FR,F,7,5196939
"Ronell Giles, Jr.",QU,11,1,7.1,1.7,2.30%,0.5,0.2,1.1,16.70%,0.1,0.6,14.30%,0.1,0.2,50.00%,1.2,0.9,0.3,0.6,0.4,0.6,0.0,0.0,UNK,,,
Ashton Wallace,LAF,13,0,3.5,1.2,1.60%,0.5,0.2,0.9,25.00%,0.0,0.2,0.00%,0.1,0.1,100.00%,0.8,0.7,0.1,0.3,0.5,0.3,0.0,0.1,FR,G,20,5323977
Dylan Murans,ARMY,15,0,2.9,0.7,1.00%,0.5,0.2,0.7,27.30%,0.0,0.4,0.00%,0.1,0.3,50.00%,0.4,0.2,0.2,0.0,0.2,0.0,0.1,0.1,SO,F,12,5243050
Todd Bieg,LIND,15,0,5.3,0.3,0.40%,0.5,0.2,0.3,75.00%,0.1,0.1,100.00%,0.1,0.1,50.00%,0.7,0.5,0.1,0.1,0.9,0.1,0.2,0.3,UNK,,,
Jaden Kirkwood,HCU,17,1,6.1,1.0,1.40%,0.5,0.2,0.8,30.80%,0.1,0.4,16.70%,0.0,0.0,0.00%,1.1,0.8,0.3,0.5,0.5,0.2,0.1,0.2,UNK,,,
Pasha Shemirani,PEPP,17,0,4.1,0.7,0.90%,0.5,0.2,0.8,23.10%,0.2,0.5,33.30%,0.0,0.0,0.00%,0.6,0.5,0.1,0.1,0.4,0.1,0.0,0.0,FR,F,9,5241238
Denham Wojcik,MSU,29,0,5.6,1.3,1.90%,0.5,0.2,0.7,30.00%,0.0,0.1,0.00%,0.1,0.2,50.00%,0.3,0.2,0.0,1.2,0.7,0.4,0.0,0.3,SR,G,10,4610138
Jackson Francois,ARI,8,0,1.5,0.4,0.60%,0.5,0.3,0.3,100.00%,0.0,0.0,0.00%,0.0,0.0,0.00%,0.5,0.3,0.3,0.0,0.6,0.3,0.0,0.0,UNK,,,
Jayden Kelsey,BING,2,0,17.5,3.1,4.50%,0.5,0.0,2.5,0.00%,0.0,2.5,0.00%,0.5,1.0,50.00%,1.5,1.0,0.5,2.5,1.0,0.0,0.0,0.0,FR,G,2,5312444
Poohpha Warakulnukroh,UCF,4,0,1.5,0.9,1.30%,0.5,0.3,0.8,33.30%,0.0,0.0,0.00%,0.0,0.0,0.00%,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,SR,G,33,5106645
Trevor Augustine,CAN,8,0,1.8,0.6,0.90%,0.5,0.1,0.4,33.30%,0.1,0.4,33.30%,0.1,0.3,50.00%,0.1,0.1,0.0,0.0,0.0,0.3,0.0,0.0,SO,G,12,5265865
Liam McChesney,CREI,4,0,2.0,1.3,1.80%,0.5,0.3,1.0,25.00%,0.0,0.5,0.00%,0.0,0.0,0.00%,0.5,0.3,0.3,0.0,0.3,0.5,0.3,0.3,JR,F,13,4433038
Evan Dickey,DAY,4,0,2.0,0.4,0.50%,0.5,0.0,0.3,0.00%,0.0,0.3,0.00%,0.5,0.5,100.00%,0.3,0.3,0.0,0.0,0.3,0.0,0.0,0.0,JR,G,11,5174575
Boogie Felton,ECU,4,0,3.0,0.8,1.10%,0.5,0.0,0.5,0.00%,0.0,0.3,0.00%,0.5,0.5,100.00%,0.3,0.3,0.0,0.0,0.3,0.3,0.0,0.0,UNK,,,
Luke Davidson,FAIR,4,0,2.0,0.4,0.50%,0.5,0.0,0.3,0.00%,0.0,0.0,0.00%,0.5,0.5,100.00%,0.0,0.0,0.0,0.3,0.5,0.0,0.0,0.0,SR,G,22,5177108
Matt McCarthy,FGCU,14,0,2.6,0.5,0.80%,0.5,0.1,0.5,28.60%,0.1,0.4,33.30%,0.1,0.1,50.00%,0.4,0.4,0.1,0.2,0.6,0.1,0.1,0.0,FR,G,4,5313660
Oliver Rioux,FLA,10,0,1.5,0.4,0.50%,0.5,0.2,0.3,66.70%,0.0,0.0,0.00%,0.1,0.2,50.00%,0.4,0.3,0.1,0.0,0.2,0.1,0.0,0.0,FR,C,32,5184753
Cedric Lath,HOU,20,0,4.2,0.4,0.60%,0.5,0.2,0.3,66.70%,0.0,0.0,0.00%,0.1,0.1,100.00%,0.7,0.3,0.4,0.1,0.8,0.1,0.1,0.0,JR,C,8,5117524
Jaedyn Brown,IDSU,4,0,4.5,1.0,1.40%,0.5,0.3,1.0,25.00%,0.0,0.5,0.00%,0.0,0.0,0.00%,0.3,0.3,0.0,0.3,0.3,0.3,0.0,0.0,UNK,,,
Aleksa Ristic,IND,12,0,2.6,0.5,0.80%,0.5,0.2,0.4,40.00%,0.2,0.3,66.70%,0.0,0.1,0.00%,0.1,0.1,0.0,0.0,0.3,0.2,0.0,0.0,UNK,,,
Aidan Driggers,JACST,8,0,1.9,0.4,0.50%,0.5,0.3,0.5,50.00%,0.0,0.1,0.00%,0.0,0.0,0.00%,0.5,0.3,0.3,0.0,0.3,0.0,0.0,0.0,UNK,,,
George Tupy,LMU,4,0,2.8,0.1,0.20%,0.5,0.3,0.3,100.00%,0.0,0.0,0.00%,0.0,0.0,0.00%,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.3,JR,F,42,5197991
Brett Rumpel,MANH,4,0,4.5,1.2,1.80%,0.5,0.3,1.3,20.00%,0.0,0.3,0.00%,0.0,0.0,0.00%,0.0,0.0,0.0,0.0,1.0,0.3,0.0,0.0,UNK,,,
J.J. Rembert,MCNS,8,0,4.8,1.5,2.10%,0.5,0.1,1.3,10.00%,0.0,0.4,0.00%,0.3,0.3,100.00%,0.0,0.0,0.0,1.5,0.5,0.3,0.0,0.3,UNK,,,
Saahil Thakkar,UMBC,6,0,1.7,0.6,0.90%,0.5,0.2,0.7,25.00%,0.2,0.7,25.00%,0.0,0.0,0.00%,0.2,0.2,0.0,0.0,0.7,0.2,0.0,0.0,FR,G,30,5313190
"Howard Eisley, Jr.",MICH,6,0,1.3,0.5,0.60%,0.5,0.2,0.5,33.30%,0.2,0.5,33.30%,0.0,0.3,0.00%,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.2,SO,G,7,5239559
Elijah Davis,UNC,6,1,1.7,0.5,0.60%,0.5,0.2,0.7,25.00%,0.2,0.7,25.00%,0.0,0.0,0.00%,0.2,0.2,0.0,0.0,0.3,0.0,0.0,0.0,SR,G,6,5116699
Ivan Matlekovic,UNC,4,0,1.5,0.1,0.20%,0.5,0.3,0.3,100.00%,0.0,0.0,0.00%,0.0,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SO,C,40,5241596
Owen Gray,NAVY,4,0,2.0,0.2,0.30%,0.5,0.0,0.0,0.00%,0.0,0.0,0.00%,0.5,0.5,100.00%,0.3,0.3,0.0,0.0,0.3,0.0,0.0,0.0,SO,F,77,5242962
Matt Gaffney,NAVY,4,0,2.0,0.7,1.00%,0.5,0.0,0.3,0.00%,0.0,0.0,0.00%,0.5,0.5,100.00%,0.5,0.5,0.0,0.3,0.3,0.3,0.0,0.0,FR,G,20,5314518
Mark Zackery IV,ND,4,0,4.8,1.1,1.60%,0.5,0.3,1.0,25.00%,0.0,0.5,0.00%,0.0,0.0,0.00%,0.8,0.5,0.3,0.3,0.3,0.3,0.0,0.0,FR,G,24,5141770
Emmanuel Manyuon,PAC,14,0,2.9,0.5,0.70%,0.5,0.2,0.4,50.00%,0.1,0.2,33.30%,0.0,0.0,0.00%,0.4,0.4,0.0,0.1,0.3,0.1,0.0,0.1,JR,G,11,5314768
Ashton Smith,SDK,6,0,4.5,1.0,1.30%,0.5,0.2,0.7,25.00%,0.0,0.0,0.00%,0.2,0.3,50.00%,0.7,0.5,0.2,0.0,1.2,0.3,0.2,0.2,UNK,,,
Raymar Gonzales,SDSU,4,0,2.8,0.6,0.90%,0.5,0.3,0.5,50.00%,0.0,0.3,0.00%,0.0,0.0,0.00%,0.3,0.0,0.3,0.0,0.5,0.3,0.0,0.0,FR,G,9,5313926
Stratos Papastavrou,SEA,4,0,7.8,2.3,3.10%,0.5,0.3,2.3,11.10%,0.0,0.8,0.00%,0.0,0.5,0.00%,1.8,1.5,0.3,0.5,0.0,0.5,0.0,0.0,FR,F,9,5313141
Harris Dar,SFA,8,0,3.3,0.5,0.80%,0.5,0.3,0.4,66.70%,0.0,0.0,0.00%,0.0,0.0,0.00%,0.5,0.4,0.1,0.1,0.5,0.3,0.3,0.0,SO,G,9,5314589
Marcus Jackson,SIENA,6,0,7.3,1.6,2.40%,0.5,0.2,1.0,16.70%,0.0,0.7,0.00%,0.2,0.8,20.00%,2.0,1.2,0.8,0.7,0.7,0.2,0.0,0.2,UNK,,,
Billy Rayer,STJO,6,0,2.0,0.5,0.70%,0.5,0.2,0.5,33.30%,0.2,0.5,33.30%,0.0,0.0,0.00%,0.2,0.2,0.0,0.2,0.2,0.2,0.0,0.0,UNK,,,
Miller McGowen,STET,8,0,2.6,1.0,1.40%,0.5,0.0,0.8,0.00%,0.0,0.6,0.00%,0.5,0.5,100.00%,0.0,0.0,0.0,0.0,0.5,0.3,0.0,0.0,FR,G,8,5314560
Charlie Diamantis,STON,6,0,3.2,1.2,1.70%,0.5,0.0,0.3,0.00%,0.0,0.3,0.00%,0.5,0.8,60.00%,1.0,0.8,0.2,0.3,0.3,0.5,0.0,0.0,UNK,,,
Tiefing Diawara,SYR,4,0,2.5,0.2,0.30%,0.5,0.3,0.3,100.00%,0.0,0.0,0.00%,0.0,0.0,0.00%,0.8,0.5,0.3,0.0,0.3,0.0,0.5,0.0,FR,C,12,5311848
Adam Stewart,TCU,4,0,1.0,0.2,0.20%,0.5,0.3,0.3,100.00%,0.0,0.0,0.00%,0.0,0.0,0.00%,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,SO,C,22,5240268
Cole Bott,TEX,6,0,1.3,0.1,0.10%,0.5,0.2,0.2,100.00%,0.2,0.2,100.00%,0.0,0.0,0.00%,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.2,SR,F,1,4897760
Kayden Crosby,TAMCC,6,0,4.0,0.8,1.10%,0.5,0.2,0.5,33.30%,0.2,0.5,33.30%,0.0,0.0,0.00%,0.5,0.3,0.2,0.3,1.2,0.3,0.0,0.2,UNK,,,
Cameron Simpson,TXST,4,0,4.5,1.1,1.60%,0.5,0.3,1.0,25.00%,0.0,0.8,0.00%,0.0,0.0,0.00%,1.3,0.5,0.8,0.0,0.0,0.3,0.0,0.0,FR,G,6,5183926
Jordan Hernandez,UTEP,8,0,4.0,0.5,0.70%,0.5,0.0,0.4,0.00%,0.0,0.0,0.00%,0.5,0.5,100.00%,0.4,0.4,0.0,0.1,0.8,0.0,0.0,0.4,JR,G,2,5242613
Austin Villarreal,UWM,4,0,1.8,0.7,1.00%,0.5,0.3,1.0,25.00%,0.0,0.8,0.00%,0.0,0.0,0.00%,1.0,0.8,0.3,0.0,0.3,0.0,0.0,0.3,UNK,,,
Davis Miller,WOF,6,0,1.7,0.2,0.30%,0.5,0.2,0.3,50.00%,0.2,0.2,100.00%,0.0,0.0,0.00%,0.3,0.2,0.2,0.0,0.2,0.0,0.0,0.0,JR,G,14,5314617
Tylan Lewis,ACU,27,0,4.4,1.0,1.50%,0.5,0.2,0.7,30.00%,0.0,0.1,0.00%,0.0,0.1,25.00%,0.5,0.3,0.2,0.5,0.8,0.3,0.1,0.2,FR,G,3,5314817
Wiggy Ball,ULM,32,0,9.9,1.2,1.60%,0.5,0.1,0.4,25.00%,0.1,0.2,28.60%,0.2,0.3,70.00%,1.0,0.8,0.2,0.8,0.8,0.5,0.1,0.3,FR,G,11,5313383
Jacob Furphy,UCONN,13,0,2.6,0.5,0.70%,0.5,0.2,0.5,42.90%,0.0,0.2,0.00%,0.0,0.0,0.00%,0.1,0.1,0.0,0.0,0.1,0.2,0.0,0.1,UNK,,,
Eli Sparkman,SC,13,0,3.2,0.5,0.70%,0.5,0.2,0.5,28.60%,0.2,0.5,28.60%,0.0,0.0,0.00%,0.3,0.2,0.1,0.2,0.2,0.0,0.0,0.1,SR,G,14,5105549
Kellen Welch,BUCK,11,0,1.7,0.7,0.90%,0.5,0.2,0.6,28.60%,0.0,0.2,0.00%,0.1,0.2,50.00%,0.6,0.4,0.3,0.1,0.1,0.0,0.2,0.1,SO,F,32,5243652
David Fonville,HPU,11,0,3.1,0.7,0.90%,0.5,0.2,0.9,20.00%,0.0,0.3,0.00%,0.1,0.1,100.00%,0.3,0.2,0.1,0.2,0.2,0.0,0.0,0.5,SO,G,35,5241591
Phoenix Gill,NU,11,0,3.5,1.1,1.60%,0.5,0.1,0.7,12.50%,0.0,0.4,0.00%,0.3,0.4,75.00%,0.5,0.2,0.4,0.3,0.3,0.2,0.0,0.0,FR,G,13,5254158
Spencer Ezewiro,LAM,20,0,5.7,1.1,1.60%,0.4,0.2,0.6,30.80%,0.0,0.0,0.00%,0.1,0.5,10.00%,1.7,0.9,0.8,0.3,1.1,0.2,0.1,0.2,JR,F,20,5313557
