Player,Team,G,GS,Min,Poss,%Tm,PTS,FGM,FGA,FGPct,3PM,3PA,P3Pct,FTM,FTA,FTPct,Tot,Def,Off,AST,PF,TO,BLK,STL,Elig,Position,Jersey,ESPN_ID
Mouhamed Mbaye,UTEP,24,0,7.0,1.1,1.60%,0.8,0.3,0.6,40.00%,0.0,0.0,0.00%,0.3,0.7,47.10%,1.8,1.2,0.6,0.0,1.5,0.2,0.4,0.3,JR,C,25,5314541
Kyle Counts,UST,6,0,3.2,0.5,0.80%,0.8,0.3,0.5,66.70%,0.2,0.3,50.00%,0.0,0.0,0.00%,0.2,0.2,0.0,0.2,0.2,0.2,0.2,0.0,UNK,,,
Ubong Okon,RMU,17,0,6.2,0.8,1.20%,0.8,0.4,0.5,66.70%,0.0,0.0,0.00%,0.1,0.1,100.00%,1.2,0.8,0.5,0.1,1.4,0.3,0.5,0.2,SR,C,35,5177532
Daniel Zatsepin,CHST,28,2,7.8,1.2,1.80%,0.8,0.3,1.0,33.30%,0.0,0.1,50.00%,0.1,0.3,50.00%,1.3,0.8,0.5,0.1,1.3,0.2,0.0,0.5,JR,F,6,5313918
Shane Frazier,HOW,11,0,2.2,0.7,0.90%,0.8,0.3,0.6,42.90%,0.1,0.3,33.30%,0.2,0.4,50.00%,0.1,0.1,0.0,0.1,0.1,0.1,0.0,0.1,FR,G,5,5316215
Samuel Stewart IV,PST,11,0,4.0,0.9,1.30%,0.8,0.4,1.2,30.80%,0.1,0.7,12.50%,0.0,0.0,0.00%,0.5,0.4,0.2,0.4,0.8,0.0,0.0,0.3,UNK,,,
Jazz Henderson,TTU,11,0,4.1,1.0,1.50%,0.8,0.3,0.7,37.50%,0.2,0.3,66.70%,0.1,0.2,50.00%,0.5,0.3,0.2,0.3,0.5,0.4,0.0,0.2,FR,G,2,5240270
Jaylon Dean-Vines,VAN,11,0,2.3,0.6,0.80%,0.8,0.4,0.5,80.00%,0.1,0.2,50.00%,0.0,0.1,0.00%,0.4,0.2,0.2,0.2,0.2,0.2,0.0,0.2,FR,G,12,5221327
Donovan Brown,UMASS,16,0,5.5,1.5,1.90%,0.8,0.3,1.4,22.70%,0.2,0.8,25.00%,0.0,0.0,0.00%,0.4,0.3,0.1,0.4,0.8,0.4,0.0,0.3,UNK,,,
"Bobby Montgomery, Jr.",UTEP,16,0,5.1,1.2,1.70%,0.8,0.4,0.9,42.90%,0.0,0.2,0.00%,0.1,0.4,14.30%,0.6,0.5,0.1,0.1,0.6,0.3,0.0,0.1,FR,G,3,5254337
Sam Imade,AFA,10,0,3.4,0.8,1.20%,0.8,0.3,1.0,30.00%,0.2,0.4,50.00%,0.0,0.0,0.00%,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,UNK,,,
Christian Hughes,UALR,10,5,13.5,2.0,2.70%,0.8,0.3,1.9,15.80%,0.1,0.7,14.30%,0.1,0.4,25.00%,0.8,0.6,0.2,0.5,1.8,0.3,0.1,0.8,UNK,,,
Alex Engro,ARMY,25,0,6.1,1.4,1.90%,0.8,0.3,1.4,20.60%,0.1,1.0,12.50%,0.1,0.2,50.00%,1.2,0.7,0.5,0.2,1.0,0.1,0.0,0.3,SO,G,24,5243047
Alijah Adem,BGSU,5,0,3.2,0.9,1.10%,0.8,0.2,1.0,20.00%,0.2,1.0,20.00%,0.2,0.4,50.00%,0.4,0.4,0.0,0.2,0.0,0.0,0.0,0.0,FR,G,31,5242565
Charlie Dortch,COLST,5,0,3.2,1.0,1.50%,0.8,0.4,0.6,66.70%,0.0,0.0,0.00%,0.0,0.0,0.00%,0.6,0.4,0.2,0.4,0.0,0.4,0.0,0.0,UNK,,,
Ifeanyi Ufochukwu,DUKE,5,0,4.4,1.1,1.50%,0.8,0.4,0.8,50.00%,0.0,0.0,0.00%,0.0,0.2,0.00%,0.6,0.2,0.4,0.0,1.2,0.4,0.2,0.0,SR,C,15,5107141
Bo Beatty,LASA,10,3,11.0,2.5,3.60%,0.8,0.4,1.7,23.50%,0.0,0.3,0.00%,0.0,0.4,0.00%,2.5,1.5,1.0,0.2,0.5,0.8,0.1,0.4,UNK,,,
Charlie May,MICH,5,0,3.0,1.3,1.70%,0.8,0.2,0.6,33.30%,0.2,0.4,50.00%,0.2,0.4,50.00%,0.2,0.0,0.2,0.2,0.6,0.6,0.0,0.2,SR,G,12,5106648
Colt Ness,PST,10,1,5.6,1.8,2.40%,0.8,0.4,1.3,30.80%,0.0,0.4,0.00%,0.0,0.0,0.00%,0.7,0.7,0.0,1.1,1.7,0.6,0.1,0.3,UNK,,,
Jeremiah Nyarko,SAC,5,0,5.0,1.2,1.60%,0.8,0.4,1.2,33.30%,0.0,0.0,0.00%,0.0,0.0,0.00%,1.4,0.8,0.6,0.0,1.8,0.2,0.2,0.2,SR,F,34,4712865
Corey Brown,SAM,5,0,6.4,1.2,1.70%,0.8,0.2,0.8,25.00%,0.0,0.6,0.00%,0.4,0.4,100.00%,0.6,0.4,0.2,0.8,0.2,0.2,0.2,0.0,SO,G,21,5243239
Godswill Erheriene,SHU,10,0,4.5,1.1,1.50%,0.8,0.3,0.5,60.00%,0.0,0.0,0.00%,0.2,0.3,66.70%,0.7,0.3,0.4,0.0,0.7,0.5,0.0,0.0,UNK,,,
Will Lange,STJO,5,0,3.4,0.8,1.20%,0.8,0.2,0.6,33.30%,0.0,0.2,0.00%,0.4,0.4,100.00%,0.6,0.6,0.0,0.2,0.2,0.2,0.0,0.0,UNK,,,
Cash McSweeney,PRIN,14,0,5.6,1.9,2.70%,0.8,0.3,0.9,30.80%,0.1,0.5,28.60%,0.1,0.3,25.00%,1.0,0.9,0.1,0.9,0.7,0.8,0.0,0.1,FR,F,15,5314681
Isaac Holmes,SLU,14,0,2.6,0.8,1.10%,0.8,0.3,0.9,33.30%,0.1,0.6,22.20%,0.1,0.1,50.00%,0.6,0.4,0.2,0.3,0.3,0.0,0.1,0.1,JR,G,12,5107907
Isaac Gard,WIS,14,0,1.1,0.6,0.80%,0.8,0.2,0.5,42.90%,0.2,0.4,50.00%,0.1,0.1,100.00%,0.2,0.2,0.0,0.1,0.1,0.1,0.0,0.0,SR,G,15,5105863
Drew Grimes,LIB,18,0,2.6,0.9,1.30%,0.8,0.2,0.4,42.90%,0.0,0.1,0.00%,0.4,0.8,53.30%,0.5,0.3,0.2,0.1,0.2,0.1,0.1,0.1,FR,F,15,5254335
Spencer Legg,LOU,9,0,0.9,0.8,1.10%,0.8,0.2,0.4,50.00%,0.1,0.3,33.30%,0.2,0.2,100.00%,0.4,0.2,0.2,0.2,0.0,0.3,0.0,0.0,SR,G,55,5105765
Lucas Orchard,MON,9,0,2.4,0.6,0.80%,0.8,0.3,0.8,42.90%,0.1,0.1,100.00%,0.0,0.1,0.00%,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.1,UNK,,,
Sam Nosakhare,QU,18,0,8.5,1.0,1.40%,0.8,0.3,0.6,54.50%,0.0,0.0,0.00%,0.1,0.4,28.60%,1.3,0.8,0.6,0.3,0.8,0.2,0.6,0.4,UNK,,,
Neel Beniwal,USD,9,0,3.7,1.0,1.30%,0.8,0.1,0.8,14.30%,0.1,0.7,16.70%,0.4,0.6,80.00%,0.3,0.2,0.1,0.1,0.2,0.1,0.0,0.0,JR,G,10,5105415
Kristers Skrinda,STAN,9,0,6.1,1.0,1.40%,0.8,0.3,1.0,33.30%,0.1,0.4,25.00%,0.0,0.0,0.00%,1.6,0.9,0.7,0.1,0.2,0.1,0.0,0.1,FR,F,12,5312292
Alex Garcia,TENNS,9,0,2.4,0.9,1.30%,0.8,0.3,0.9,37.50%,0.1,0.7,16.70%,0.0,0.0,0.00%,0.1,0.0,0.1,0.0,0.2,0.3,0.0,0.1,UNK,,,
Torr Sorensen,LIB,13,0,2.2,0.6,0.90%,0.8,0.2,0.7,33.30%,0.2,0.6,25.00%,0.2,0.2,100.00%,0.4,0.4,0.0,0.0,0.2,0.0,0.0,0.1,FR,F,20,5313663
Erez Poran,NAU,13,0,5.5,1.2,1.80%,0.8,0.3,1.1,28.60%,0.1,0.5,14.30%,0.1,0.2,33.30%,1.3,1.0,0.3,0.3,0.3,0.2,0.1,0.2,FR,G,82,5313241
Brayden Johnson,SUU,13,0,4.5,1.2,1.60%,0.8,0.2,1.0,23.10%,0.2,0.5,33.30%,0.2,0.3,50.00%,0.2,0.1,0.2,0.7,0.2,0.2,0.0,0.1,SO,G,13,5314852
Bryce Zephir,SYR,21,0,5.3,0.9,1.30%,0.8,0.3,0.7,50.00%,0.0,0.2,25.00%,0.0,0.2,25.00%,0.4,0.3,0.0,0.3,0.6,0.3,0.0,0.1,SR,G,55,4897519
C.J. Williams,AUB,4,0,1.2,0.7,1.00%,0.8,0.3,0.5,50.00%,0.3,0.5,50.00%,0.0,0.0,0.00%,0.0,0.0,0.0,0.5,0.0,0.3,0.0,0.0,SR,G,13,5106287
Matas Buteliauskas,BUF,8,0,4.9,0.8,1.20%,0.8,0.3,0.6,40.00%,0.3,0.6,40.00%,0.0,0.1,0.00%,1.3,0.8,0.5,0.0,0.0,0.1,0.0,0.0,FR,F,0,5312995
J.C. Shulman,CARK,12,0,2.7,0.4,0.50%,0.8,0.3,0.6,42.90%,0.3,0.6,42.90%,0.0,0.0,0.00%,0.5,0.5,0.0,0.0,0.1,0.0,0.0,0.1,FR,G,4,5312920
Deshawn Jean-Charles,CHST,4,3,8.5,1.3,1.70%,0.8,0.0,0.8,0.00%,0.0,0.0,0.00%,0.8,1.0,75.00%,1.3,0.8,0.5,0.5,1.3,0.0,0.0,0.3,SR,G,1,5109770
Shane Thomas,CREI,16,0,3.7,1.1,1.50%,0.8,0.3,0.7,45.50%,0.0,0.1,0.00%,0.1,0.4,33.30%,0.8,0.4,0.3,0.3,0.3,0.3,0.1,0.2,SO,G,12,5175358
Sean Pouedet,DAY,12,0,5.9,1.2,1.70%,0.8,0.3,0.7,37.50%,0.1,0.3,33.30%,0.2,0.2,100.00%,0.3,0.3,0.0,0.4,0.4,0.5,0.0,0.1,FR,G,50,5328797
Mbaye N'Diaye,EMU,16,0,3.0,0.7,0.90%,0.8,0.4,0.6,60.00%,0.0,0.1,0.00%,0.0,0.0,0.00%,0.6,0.6,0.0,0.2,0.2,0.2,0.0,0.0,FR,G,8,5242934
Renato Ruiz,FIU,8,0,3.4,0.4,0.60%,0.8,0.4,0.5,75.00%,0.0,0.0,0.00%,0.0,0.0,0.00%,0.1,0.0,0.1,0.0,1.3,0.1,0.1,0.1,SR,G,15,5177688
Joaquim ArauzMoore,GONZ,8,0,2.3,0.4,0.50%,0.8,0.3,0.4,66.70%,0.3,0.4,66.70%,0.0,0.3,0.00%,0.4,0.3,0.1,0.1,0.4,0.0,0.0,0.1,SO,G,10,5176259
Charles Stone,KENN,8,0,2.1,1.0,1.40%,0.8,0.3,1.1,22.20%,0.1,0.9,14.30%,0.1,0.3,50.00%,0.5,0.4,0.1,0.0,0.3,0.1,0.1,0.1,SR,G,31,5106664
Vladimir Pavlovic,MERCY,8,0,4.4,1.6,2.30%,0.8,0.4,1.1,33.30%,0.0,0.3,0.00%,0.0,0.0,0.00%,0.1,0.1,0.0,0.3,0.6,0.6,0.0,0.0,UNK,,,
Jordan Snell,NCSU,8,1,4.9,0.7,1.00%,0.8,0.3,1.0,25.00%,0.3,0.9,28.60%,0.0,0.0,0.00%,0.3,0.3,0.0,0.3,0.3,0.0,0.0,0.0,SR,G,0,5105430
Kieran Mullen,PITT,20,0,5.4,0.9,1.30%,0.8,0.3,0.6,41.70%,0.0,0.1,0.00%,0.3,0.3,100.00%,1.1,0.8,0.3,0.1,0.8,0.3,0.1,0.1,FR,C,12,5312287
Kean Webb,PST,4,0,6.3,1.3,1.80%,0.8,0.3,0.5,50.00%,0.0,0.0,0.00%,0.3,1.8,14.30%,1.0,0.5,0.5,0.0,1.3,0.0,0.8,0.5,UNK,,,
Maxwell Land,USA,4,0,1.8,0.7,1.00%,0.8,0.3,0.5,50.00%,0.3,0.5,50.00%,0.0,0.0,0.00%,0.5,0.5,0.0,0.3,0.0,0.3,0.0,0.0,SR,G,10,4433582
Aidan Braccia,SF,16,0,5.6,1.1,1.60%,0.8,0.2,1.1,17.60%,0.1,0.9,13.30%,0.3,0.4,66.70%,0.6,0.5,0.1,0.3,0.9,0.1,0.0,0.3,JR,G,2,5107971
Chuks Isitua,SUU,8,0,4.9,1.2,1.50%,0.8,0.3,0.9,28.60%,0.0,0.0,0.00%,0.3,0.4,66.70%,1.6,1.5,0.1,0.0,1.0,0.4,0.0,0.3,SO,F,23,4433271
Broek Ostrom,SBU,4,1,3.0,1.2,1.70%,0.8,0.3,0.8,33.30%,0.3,0.5,50.00%,0.0,0.5,0.00%,0.3,0.3,0.0,0.0,0.0,0.5,0.0,0.0,SR,G,30,5113400
Jack DeRose,SBU,4,0,1.8,0.8,1.10%,0.8,0.3,0.5,50.00%,0.3,0.5,50.00%,0.0,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,JR,G,15,5174668
Brandon Taylor,TEX,4,0,1.3,1.2,1.50%,0.8,0.3,1.3,20.00%,0.3,1.0,25.00%,0.0,0.0,0.00%,0.5,0.3,0.3,0.0,0.3,0.3,0.0,0.0,SR,G,44,5176687
EJ Neal,USC,8,0,2.3,1.0,1.20%,0.8,0.4,1.0,37.50%,0.0,0.6,0.00%,0.0,0.0,0.00%,0.3,0.1,0.1,0.0,0.6,0.3,0.0,0.0,SR,G,12,5176301
Christian Fermin,VCU,4,0,12.8,1.8,2.40%,0.8,0.0,0.3,0.00%,0.0,0.0,0.00%,0.8,2.5,30.00%,2.5,1.0,1.5,0.8,2.0,0.0,1.5,0.3,SR,F,21,5106041
Martin Carrere,UVA,16,0,4.0,1.2,1.70%,0.8,0.3,0.8,38.50%,0.1,0.4,16.70%,0.1,0.1,50.00%,0.5,0.3,0.3,0.3,0.4,0.4,0.1,0.1,FR,G,7,5239714
Mason Lawson,VMI,4,0,1.5,0.3,0.50%,0.8,0.3,0.3,100.00%,0.3,0.3,100.00%,0.0,0.0,0.00%,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,SO,G,42,5314584
Cam Christy,WIN,8,0,2.6,0.8,1.00%,0.8,0.4,0.8,50.00%,0.0,0.1,0.00%,0.0,0.3,0.00%,0.4,0.3,0.1,0.1,0.4,0.1,0.0,0.1,SR,G,8,5119172
Mohamed Keita,TEM,23,0,4.6,0.8,1.10%,0.7,0.3,0.6,50.00%,0.0,0.0,0.00%,0.1,0.3,37.50%,0.9,0.5,0.4,0.0,0.5,0.0,0.5,0.1,SR,C,4,5105605
Fawaz Ifaola,COL,19,2,7.8,0.9,1.30%,0.7,0.4,0.5,77.80%,0.0,0.0,0.00%,0.0,0.2,0.00%,2.1,1.6,0.5,0.3,1.7,0.4,0.3,0.4,UNK,,,
Paul Kabenga Mbiya,KAN,19,0,4.1,0.7,1.00%,0.7,0.3,0.5,60.00%,0.0,0.0,0.00%,0.1,0.3,33.30%,1.1,0.7,0.4,0.1,0.6,0.1,0.2,0.0,UNK,,,
Jeffrey Akintolu,NJIT,19,0,5.6,1.2,1.70%,0.7,0.3,1.1,25.00%,0.1,0.8,13.30%,0.1,0.2,50.00%,0.9,0.6,0.4,0.0,1.2,0.2,0.0,0.3,JR,F,8,5175807
Tai Walters-Whitaker,UIC,15,1,5.1,1.2,1.70%,0.7,0.3,1.2,27.80%,0.1,0.3,25.00%,0.0,0.0,0.00%,0.5,0.5,0.1,0.8,0.3,0.2,0.1,0.5,SR,G,27,5313882
Myles Blackley,UNH,11,0,3.5,1.2,1.70%,0.7,0.2,1.2,15.40%,0.0,0.6,0.00%,0.4,0.4,100.00%,0.3,0.2,0.1,0.3,0.2,0.1,0.1,0.2,FR,G,4,5313120
Brendan Johnson,MERR,11,0,3.5,1.1,1.70%,0.7,0.3,1.2,23.10%,0.0,0.5,0.00%,0.2,0.2,100.00%,0.1,0.1,0.0,0.0,0.6,0.2,0.0,0.1,UNK,,,
Amir Rahman,FAMU,7,0,1.4,0.7,0.90%,0.7,0.3,0.6,50.00%,0.0,0.1,0.00%,0.1,0.3,50.00%,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,FR,G,8,5323983
Cael Jones,JSU,7,0,2.1,0.6,0.80%,0.7,0.3,0.7,40.00%,0.1,0.1,100.00%,0.0,0.1,0.00%,0.4,0.1,0.3,0.0,0.7,0.0,0.0,0.0,UNK,,,
Xinyi Li,LIU,7,0,4.0,1.1,1.70%,0.7,0.3,0.9,33.30%,0.1,0.4,33.30%,0.0,0.0,0.00%,0.9,0.6,0.3,0.0,0.6,0.4,0.1,0.0,JR,F,34,5181768
Nehemiah Turner,MINN,7,1,5.9,1.6,2.40%,0.7,0.3,1.4,20.00%,0.0,0.1,0.00%,0.1,0.3,50.00%,1.6,1.1,0.4,0.3,1.0,0.3,0.4,0.4,SO,F,4,5239776
Nicholas Randall,MIZ,21,0,5.7,1.3,1.90%,0.7,0.2,0.9,27.80%,0.0,0.2,0.00%,0.2,0.5,50.00%,1.0,0.7,0.3,0.1,1.0,0.4,0.2,0.2,FR,G,24,5144151
Handje Tamba,SJU,7,0,2.6,0.8,1.00%,0.7,0.3,0.6,50.00%,0.0,0.0,0.00%,0.1,0.3,50.00%,0.3,0.1,0.1,0.3,0.4,0.1,0.4,0.0,SR,C,44,4896480
Norbu Jenpa,STON,7,0,2.4,1.2,1.70%,0.7,0.3,1.0,28.60%,0.1,0.7,20.00%,0.0,0.0,0.00%,0.7,0.6,0.1,0.1,0.4,0.4,0.0,0.3,UNK,,,
Tyler Ode,TOL,14,0,3.2,0.7,0.90%,0.7,0.3,0.8,36.40%,0.1,0.6,25.00%,0.0,0.0,0.00%,0.1,0.0,0.1,0.2,0.4,0.0,0.0,0.2,SO,G,22,5147322
Lance Carr,UAB,7,0,5.0,0.3,0.40%,0.7,0.3,0.3,100.00%,0.0,0.0,0.00%,0.1,0.3,50.00%,0.4,0.3,0.1,0.0,0.3,0.0,0.3,0.0,FR,F,6,5248299
Grady Whitt,UNCW,7,0,4.3,0.9,1.30%,0.7,0.1,0.6,25.00%,0.1,0.6,25.00%,0.3,0.6,50.00%,0.4,0.4,0.0,0.4,0.3,0.1,0.0,0.3,SO,G,10,5175023
Jalen Cunningham,UNLV,7,0,2.9,0.6,0.80%,0.7,0.3,0.9,33.30%,0.1,0.7,20.00%,0.0,0.0,0.00%,0.1,0.1,0.0,0.1,0.0,0.0,0.3,0.1,SO,G,13,5313940
Caleb Gaston,HOUC,24,0,4.8,1.1,1.60%,0.7,0.3,0.8,33.30%,0.0,0.4,0.00%,0.2,0.4,50.00%,0.7,0.5,0.3,0.1,0.6,0.3,0.1,0.1,UNK,,,
Alex Tsynkevich,HOF,17,0,4.0,0.8,1.20%,0.7,0.3,0.6,50.00%,0.0,0.0,0.00%,0.1,0.4,33.30%,1.3,0.8,0.5,0.1,0.4,0.1,0.1,0.1,SR,C,17,5177536
Dayon Polk,ARMY,10,1,8.0,2.4,3.40%,0.7,0.3,1.7,17.60%,0.1,1.2,8.30%,0.0,0.0,0.00%,1.2,0.7,0.5,0.6,0.8,0.9,0.1,0.8,SO,G,0,5243048
A.J. LaBeau,CORN,10,0,4.1,1.7,2.40%,0.7,0.3,0.9,33.30%,0.0,0.1,0.00%,0.1,0.3,33.30%,1.2,0.7,0.5,1.0,0.3,0.5,0.3,0.0,UNK,,,
Stefan Isailovic,HOW,13,0,2.7,0.7,1.00%,0.7,0.2,0.4,40.00%,0.0,0.2,0.00%,0.4,0.6,62.50%,0.4,0.2,0.2,0.0,0.7,0.2,0.0,0.1,FR,F,1,5316213
Karson Ouse,UND,13,0,6.8,1.1,1.60%,0.7,0.1,0.8,10.00%,0.1,0.6,12.50%,0.5,0.6,75.00%,0.7,0.4,0.3,0.0,0.8,0.2,0.1,0.1,FR,F,4,5314756
Sam Noland,POR,13,0,4.0,0.4,0.60%,0.7,0.2,0.3,50.00%,0.0,0.0,0.00%,0.4,0.5,83.30%,0.2,0.2,0.0,0.1,0.3,0.0,0.0,0.1,UNK,,,
E.J. Spillman,UCR,13,0,3.2,1.0,1.30%,0.7,0.3,1.2,26.70%,0.1,0.3,25.00%,0.0,0.0,0.00%,0.2,0.2,0.0,0.2,0.6,0.1,0.0,0.1,FR,G,2,5313034
Elijah Espinosa,MSMU,16,0,4.1,1.2,1.70%,0.7,0.2,0.5,37.50%,0.0,0.0,0.00%,0.3,0.7,45.50%,0.8,0.6,0.3,0.4,0.5,0.4,0.2,0.1,UNK,,,
Elijah Espinosa,MSMMD,16,0,4.1,1.2,1.70%,0.7,0.2,0.5,37.50%,0.0,0.0,0.00%,0.3,0.7,45.50%,0.8,0.6,0.3,0.4,0.5,0.4,0.2,0.1,UNK,,,
Justin Edwards,NCCU,19,0,5.7,1.5,2.10%,0.7,0.2,0.8,25.00%,0.1,0.3,20.00%,0.2,0.3,80.00%,0.8,0.5,0.3,0.8,0.4,0.5,0.0,0.5,SR,G,12,5258958
Kendall Blue,NEB,19,0,3.5,1.0,1.40%,0.7,0.2,0.7,30.80%,0.2,0.4,37.50%,0.1,0.1,100.00%,0.3,0.3,0.1,0.2,0.3,0.4,0.0,0.1,SR,G,2,5109018
Jordon Marshall,ALAST,6,0,3.8,1.4,1.80%,0.7,0.2,0.7,25.00%,0.0,0.2,0.00%,0.3,0.5,66.70%,0.3,0.3,0.0,0.3,1.2,0.7,0.0,0.0,UNK,,,
Ethan Thomas,CARK,9,0,4.0,0.8,1.00%,0.7,0.1,0.4,25.00%,0.1,0.2,50.00%,0.3,0.6,60.00%,0.6,0.6,0.0,0.3,0.4,0.1,0.0,0.2,SO,G,17,5239781
Jackson Keil,CCU,6,0,3.5,1.2,1.60%,0.7,0.2,0.7,25.00%,0.0,0.3,0.00%,0.3,0.3,100.00%,0.3,0.3,0.0,0.3,0.3,0.5,0.0,0.2,SR,G,11,5239867
Charles Dunlap,CCU,3,0,5.0,0.2,0.20%,0.7,0.3,0.3,100.00%,0.0,0.0,0.00%,0.0,0.0,0.00%,0.7,0.7,0.0,0.0,1.3,0.0,0.0,0.0,SR,G,30,5239868
Tanner Ostop,FAIR,3,0,2.0,0.8,1.00%,0.7,0.3,1.3,25.00%,0.0,1.0,0.00%,0.0,0.0,0.00%,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,JR,G,21,5241487
Thomas Tillman,FUR,6,1,1.3,0.6,1.00%,0.7,0.3,0.8,40.00%,0.0,0.5,0.00%,0.0,0.3,0.00%,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,SR,F,30,5176205
Mason Moses,GTWN,3,0,1.3,0.6,0.90%,0.7,0.0,0.3,0.00%,0.0,0.3,0.00%,0.7,0.7,100.00%,0.3,0.0,0.3,0.0,0.3,0.0,0.0,0.0,SO,G,22,5240523
Hamza Asadallah,HAMP,9,0,3.0,0.6,0.90%,0.7,0.2,0.7,33.30%,0.2,0.6,40.00%,0.0,0.0,0.00%,0.8,0.3,0.4,0.2,0.0,0.0,0.0,0.0,FR,G,30,5239647
Will Wilson,HOUC,3,0,2.3,0.6,0.90%,0.7,0.0,0.0,0.00%,0.0,0.0,0.00%,0.7,0.7,100.00%,0.0,0.0,0.0,0.0,0.7,0.3,0.3,0.0,UNK,,,
Caden Huttenlocker,INDST,9,0,2.2,0.9,1.20%,0.7,0.2,1.1,20.00%,0.2,0.9,25.00%,0.0,0.0,0.00%,0.2,0.1,0.1,0.1,0.0,0.0,0.0,0.0,UNK,,,
Ajay Holubar,IUPUI,9,0,4.1,1.5,1.90%,0.7,0.3,1.0,33.30%,0.0,0.2,0.00%,0.0,0.0,0.00%,0.7,0.4,0.2,0.4,0.6,0.7,0.0,0.2,UNK,,,
Ebo Wilson,JSU,18,7,10.8,1.9,2.60%,0.7,0.3,1.2,28.60%,0.0,0.0,0.00%,0.0,0.2,0.00%,2.1,1.2,0.9,0.2,1.5,0.7,0.1,0.2,UNK,,,
Stephen Osei,KSU,3,0,3.0,1.9,2.50%,0.7,0.3,1.0,33.30%,0.0,0.0,0.00%,0.0,0.0,0.00%,1.0,0.3,0.7,0.0,0.3,1.0,0.0,0.0,SO,F,23,5311922
Cooper Smith,LMU,3,0,2.3,0.3,0.40%,0.7,0.0,0.0,0.00%,0.0,0.0,0.00%,0.7,0.7,100.00%,0.3,0.3,0.0,0.0,1.0,0.0,0.3,0.3,FR,G,40,5314802
Aryan Arora,MANH,3,0,3.0,0.5,0.60%,0.7,0.3,0.3,100.00%,0.0,0.0,0.00%,0.0,0.0,0.00%,0.0,0.0,0.0,1.3,1.0,0.0,0.0,0.3,UNK,,,
Braeden Brenn,MARQ,3,0,0.7,0.2,0.20%,0.7,0.3,0.3,100.00%,0.0,0.0,0.00%,0.0,0.0,0.00%,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,FR,F,42,5311977
Arop Arop,MEM,9,0,2.4,0.8,1.10%,0.7,0.2,0.7,33.30%,0.0,0.1,0.00%,0.2,0.4,50.00%,0.7,0.3,0.3,0.0,0.4,0.1,0.1,0.0,JR,F,4,5175888
Jayden Socka,MORG,6,0,2.7,1.0,1.40%,0.7,0.2,0.5,33.30%,0.0,0.0,0.00%,0.3,1.0,33.30%,0.5,0.2,0.3,0.5,0.3,0.0,0.0,0.0,SR,F,32,5243114
King Walker,UNA,12,0,4.7,0.7,1.00%,0.7,0.3,0.7,37.50%,0.0,0.0,0.00%,0.2,0.2,100.00%,0.5,0.3,0.3,0.2,1.3,0.1,0.1,0.3,FR,G,55,5239800
Caleb Ellison,NCCU,3,0,2.0,0.2,0.20%,0.7,0.3,0.3,100.00%,0.0,0.0,0.00%,0.0,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,SO,G,0,5179290
Jagger Bascombe,NEWHV,3,0,4.0,0.9,1.20%,0.7,0.3,1.3,25.00%,0.0,0.7,0.00%,0.0,0.0,0.00%,0.3,0.3,0.0,0.3,0.3,0.0,0.0,0.7,UNK,,,
Christian Villegas,NMSU,6,0,2.8,1.3,1.80%,0.7,0.2,1.2,14.30%,0.2,0.8,20.00%,0.2,0.3,50.00%,0.5,0.3,0.2,0.0,0.0,0.3,0.0,0.0,SR,G,12,5176709
Preston Phillips,PEPP,3,0,11.7,1.3,1.90%,0.7,0.3,0.7,50.00%,0.0,0.3,0.00%,0.0,0.0,0.00%,2.7,2.0,0.7,0.7,1.0,0.7,0.3,0.7,SR,F,24,4897456
Daquan Davis,PROV,3,0,9.3,1.8,2.10%,0.7,0.3,1.3,25.00%,0.0,0.7,0.00%,0.0,0.3,0.00%,0.3,0.3,0.0,1.0,1.7,0.3,0.0,0.3,SO,G,3,5101651
Kirby Mooney,RICH,3,0,4.0,2.0,2.70%,0.7,0.3,1.0,33.30%,0.0,0.3,0.00%,0.0,0.0,0.00%,0.7,0.0,0.7,0.3,0.7,1.0,0.0,0.3,FR,G,15,5239672
Cyril Arvanitis,RMU,3,0,2.3,0.6,0.90%,0.7,0.3,1.0,33.30%,0.0,0.3,0.00%,0.0,0.0,0.00%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,SR,G,9,5106795
Jadyn Cascio Jensen,SDKS,3,0,2.7,1.1,1.50%,0.7,0.3,1.0,33.30%,0.0,0.7,0.00%,0.0,0.0,0.00%,0.7,0.7,0.0,0.3,0.0,0.3,0.0,0.3,UNK,,,
Isaiah Bronson,SAC,6,0,3.5,0.8,1.00%,0.7,0.2,0.3,50.00%,0.0,0.0,0.00%,0.3,0.7,50.00%,0.3,0.2,0.2,0.2,0.3,0.2,0.2,0.0,FR,G,13,5313276
